zip,RMSE_train,RMSE_test,RMSE_pure
1013,6.547411142491715,13.259699928918167,21.8210009861855
1020,6.721370487930215,28.15976825413082,39.37851114812816
1040,6.190980873648926,15.454252767001778,42.89702563039417
1085,6.707340683778805,28.105983354662584,34.23513938069881
1104,9.7263471386061,20.82857789925722,28.879755404458184
1108,6.453866989294516,24.347007526334597,27.943128140596432
1109,7.874040810547047,18.629411042929757,36.35915845596758
1420,6.399677375770078,50.91430087311137,80.27796707806687
1440,6.5897620269427675,175.1341637875404,151.28836271988325
1453,7.249337200480965,13.0328511051017,15.845271980181408
1545,10.954884499124148,32.383733870376496,77.80882428626815
1550,8.0897028961763,25.701653922903578,73.63028783574754
1602,5.584180685186062,9.431836538176467,12.39036936291635
1603,8.175700727231407,7.086515108163328,7.636753075823697
1604,4.717741199595716,9.268281030595073,10.348796651900912
1605,4.351485205353619,13.175301910818355,27.7450906419142
1610,7.343841383514864,11.984445875130866,14.416654027384771
1702,15.975205633201632,62.38115779728554,82.04466614958068
1752,14.157454729688055,59.13665602538629,87.66218217019629
1757,7.439994727613644,34.638445954520485,43.964098364140376
1760,14.008628054148796,108.23189279971136,187.8096328840231
1801,11.711308695704462,49.63632264279535,70.2580196801602
1830,9.311052163431123,7.645490481713006,16.511010051459184
1832,6.136939366091993,15.035471409206323,29.52807130865491
1841,6.1436579222356915,25.405688761165916,121.89329728533225
1843,8.839360473685382,35.05558730777004,140.58751620003503
1844,9.684316356391806,30.54846503729968,122.96617648715097
1845,8.406760427885734,20.12539214678439,37.346748098572974
1850,12.410376729869538,62.10836056747245,82.92823543227335
1851,11.870475151036294,39.22258358501921,59.177988217836905
1852,10.819933039027223,70.18727397553096,78.15342644927783
1854,12.960404839477127,101.45751260480614,109.4772862164568
1876,15.238949802040576,30.6446104253991,93.47868824629187
1880,17.08239082539988,44.82747886437084,54.16978876877748
1902,10.603813403685438,106.39481127145481,122.62024706785078
1905,11.36656939400796,72.23984082312471,78.94958810998749
1915,10.101106106855354,73.02407299046504,82.17699952100473
1930,9.360194182808696,15.362820716809763,27.85375813436081
1960,9.34532975962601,62.79011461134085,67.07576969663467
1970,15.919090692383513,54.74739618229784,70.0612745614146
2026,12.307908604499511,43.49932564793966,70.67609503148289
2062,10.959428447094883,36.93405411680488,113.86385474926796
2072,8.600591488231084,30.553442664528372,30.370115966043326
2111,11.496081008188973,204.9725947011356,167.98799628734022
2113,8.41440596357826,91.79453631361112,127.53869707406066
2114,7.289048911361902,107.85472084134753,99.10848034989009
2115,9.154584356825419,190.03579878605123,129.79483116187498
2116,8.902701750964662,346.47956288596265,200.43186778212427
2118,12.508836343680512,88.1221037051657,80.97615863913992
2119,17.35846079259734,35.47076287543513,86.6058434573277
2120,15.397147069790865,61.54058315912601,98.65471347326877
2121,17.323745930079646,128.22143445732718,154.01146683759237
2122,15.585009245400247,72.82933026923911,127.80682364879104
2124,13.342100961657177,75.92869517188383,125.06923992227676
2125,18.262600538552903,112.83918923547702,128.41343491567852
2126,14.806323501693255,67.5883139483436,115.66946340920377
2127,13.590535625065982,108.89577252590799,110.73407392450798
2128,13.642322316937406,93.62573679255598,152.93533356339285
2129,13.11060931413314,85.85042915150993,102.58149763935127
2130,16.296294044633758,98.65120717830389,143.08314154023842
2131,20.828699905429644,106.09313188689289,85.1039495129689
2132,19.50281502760486,173.50091240562574,141.9529613221173
2134,18.28247128554316,52.016606776160806,148.77797646830925
2135,12.867877702919428,40.57442599931336,39.35724133394728
2136,18.192050314043783,81.94571946968458,172.10837442351257
2138,7.854900364408238,44.48071359459209,45.81935389291083
2139,9.333479223661431,55.942125482537676,240.9663958011443
2140,9.352241519435868,45.48830580644591,49.032410512720574
2141,12.03675838020894,37.376653052902824,84.4477754869891
2143,11.105775513264938,28.875156770213323,87.98497488955311
2144,10.416842482822371,45.27620767754634,105.53959418666724
2145,12.947083954280911,30.187436472976234,129.58489258588023
2148,11.13664606806121,76.83914925970251,84.72340273062305
2149,15.186969599787295,33.31838351627302,46.877594822293624
2150,15.274651132619832,67.49187654584108,97.25256114645717
2151,17.282155796423286,92.3984822752232,102.68027227474364
2152,19.09943740944259,62.55600230498131,191.64021704516804
2155,9.725000594992569,51.6233462435354,134.0589817077452
2169,8.671468822533644,34.02906222196808,42.43853994593039
2170,5.889941149079265,47.62646857233233,60.49465466152907
2171,10.098839899350098,23.781687888690282,34.82469171474734
2176,13.681975283783459,86.6782220558549,137.13205430032463
2184,13.700445996724275,26.578455158878963,98.08577096887959
2210,15.677227673503474,235.09357682226795,198.23610569231573
2215,15.923420389722926,101.9758159448398,136.57908480573835
2301,18.808529199983884,31.683275605945433,75.42045276220445
2302,9.00731979227754,27.275937924334446,39.09364047206697
2360,11.079577758292107,32.221725275782426,99.42050290515948
2445,10.881034124589405,51.6293691279428,119.64962665956406
2446,9.687786769485061,84.40144795839784,72.97755462930269
2451,8.842505460243453,48.91230166895163,115.26376913735672
2453,11.11757317136014,44.12391189157893,83.31043081050431
2458,6.696918920517107,44.792637630020295,89.90089695494426
2460,12.032196327283216,63.65549393701687,137.583622047244
2472,9.937259485109442,61.67300979377812,100.90528321814719
2474,10.18058137591897,33.831981080419446,59.59605312711531
2476,12.799861369598897,65.65016150402064,99.21222368393646
2478,9.934154570767008,73.21109974673278,214.3132651665585
2494,25.399230545102064,70.81402382444281,78.00993925372688
2703,10.255806697340915,39.26551555457242,61.59534516200446
